"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2079","R.3  Проверка некликабельности кнопки 'Продолжить'","tests.ui_tests","Thu Nov 27 04:02:39 UTC 2025","passed","Thu Nov 27 04:02:41 UTC 2025","TestPasswordRecoveryPage","password_recovery_test","",""
"","1591","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Thu Nov 27 04:00:18 UTC 2025","passed","Thu Nov 27 04:00:20 UTC 2025","TestHeader","header_test","",""
"","553","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:50:51 UTC 2025","passed","Thu Nov 27 03:50:51 UTC 2025","TestFooter","footer_test","",""
"","0","S.14 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности' проверка корректности перехода по ссылке 'Политикой конфиденциальности'","tests.ui_tests","Thu Nov 27 04:04:34 UTC 2025","skipped","Thu Nov 27 04:04:34 UTC 2025","TestSignupPage","signup_page_test","",""
"","3","W.1 Проверка перехода в рабочее пространство авторизованного пользователя","tests.ui_tests","Thu Nov 27 04:04:48 UTC 2025","passed","Thu Nov 27 04:04:48 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","55","L.2 Проверка шрифта заголовка 'Войти'","tests.ui_tests","Thu Nov 27 04:01:53 UTC 2025","passed","Thu Nov 27 04:01:53 UTC 2025","TestLoginPage","login_page_test","",""
"","0","S.13 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности'","tests.ui_tests","Thu Nov 27 04:04:34 UTC 2025","skipped","Thu Nov 27 04:04:34 UTC 2025","TestSignupPage","signup_page_test","",""
"","2293","L.9 Авторизация с логином заглавными буквами","tests.ui_tests","Thu Nov 27 04:02:22 UTC 2025","passed","Thu Nov 27 04:02:25 UTC 2025","TestLoginPage","login_page_test","",""
"","554","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:53:13 UTC 2025","passed","Thu Nov 27 03:53:13 UTC 2025","TestFooter","footer_test","",""
"","35","H.7 Проверка цвета кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Thu Nov 27 04:01:13 UTC 2025","passed","Thu Nov 27 04:01:13 UTC 2025","TestHeader","header_test","",""
"","60","F.2 Проверка отсутствия ссылки на Лицензионное соглашение со страницы 'https://pulsewave.ru/","tests.ui_tests","Thu Nov 27 03:47:14 UTC 2025","passed","Thu Nov 27 03:47:14 UTC 2025","TestFooter","footer_test","",""
"","50","F.4 Проверка года © PulseWave, 2025 в футере","tests.ui_tests","Thu Nov 27 03:49:35 UTC 2025","passed","Thu Nov 27 03:49:35 UTC 2025","TestFooter","footer_test","",""
"","43","F.5 Проверка размера шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:50:54 UTC 2025","passed","Thu Nov 27 03:50:54 UTC 2025","TestFooter","footer_test","",""
"","533","H.7 Проверка цвета шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Thu Nov 27 04:00:59 UTC 2025","passed","Thu Nov 27 04:01:00 UTC 2025","TestHeader","header_test","",""
"","2405","H.2 Проверка редиректа на главную страницу при клике на логотип","tests.ui_tests","Thu Nov 27 04:00:22 UTC 2025","passed","Thu Nov 27 04:00:25 UTC 2025","TestHeader","header_test","",""
"","1575","A.20 POST Запрос на смену почты","tests.api_tests","Thu Nov 27 03:44:15 UTC 2025","passed","Thu Nov 27 03:44:16 UTC 2025","TestAPI","api_test","",""
"","553","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:52:00 UTC 2025","passed","Thu Nov 27 03:52:01 UTC 2025","TestFooter","footer_test","",""
"","2262","L.8 Авторизация с пустым паролем","tests.ui_tests","Thu Nov 27 04:02:17 UTC 2025","passed","Thu Nov 27 04:02:20 UTC 2025","TestLoginPage","login_page_test","",""
"","1264","W.12 Проверка прочтения уведомлений","tests.ui_tests","Thu Nov 27 04:05:47 UTC 2025","passed","Thu Nov 27 04:05:48 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","831","S.16 Регистрация с корректным email и слабым паролем и подтверждением пароля","tests.ui_tests","Thu Nov 27 04:04:42 UTC 2025","passed","Thu Nov 27 04:04:43 UTC 2025","TestSignupPage","signup_page_test","",""
"","2012","W.6 Проверка перехода в Рабочие пространства по ссылке На главную","tests.ui_tests","Thu Nov 27 04:05:13 UTC 2025","passed","Thu Nov 27 04:05:15 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","56","F.6 Проверка шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:56:38 UTC 2025","passed","Thu Nov 27 03:56:38 UTC 2025","TestFooter","footer_test","",""
"","548","F.6 Проверка шрифта надписи '© PulseWave, 2023-2025' в футере","tests.ui_tests","Thu Nov 27 03:56:43 UTC 2025","passed","Thu Nov 27 03:56:43 UTC 2025","TestFooter","footer_test","",""
"","1348","A.17 GET Получить список всех пользователей для поиска","tests.api_tests","Thu Nov 27 03:44:11 UTC 2025","passed","Thu Nov 27 03:44:12 UTC 2025","TestAPI","api_test","",""
"","85","F.9 Проверка перехода в LinkedIn на странице 'https://app.pulsewave.ru/auth/signup' в футере","tests.ui_tests","Thu Nov 27 04:00:13 UTC 2025","passed","Thu Nov 27 04:00:13 UTC 2025","TestFooter","footer_test","",""
"","1273","A.19 GET Получить данные авторизованного пользователя me","tests.api_tests","Thu Nov 27 03:44:14 UTC 2025","passed","Thu Nov 27 03:44:15 UTC 2025","TestAPI","api_test","",""
"","10","F.7 Проверка значка LinkedIn на странице 'https://app.pulsewave.ru/auth/login' в футере","tests.ui_tests","Thu Nov 27 03:57:51 UTC 2025","passed","Thu Nov 27 03:57:51 UTC 2025","TestFooter","footer_test","",""
"","33","H.7 Проверка шрифта кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/password?email=","tests.ui_tests","Thu Nov 27 04:01:08 UTC 2025","passed","Thu Nov 27 04:01:08 UTC 2025","TestHeader","header_test","",""
"","2036","W.5 Проверка что авторизованный пользователь может выйти из аккаунта","tests.ui_tests","Thu Nov 27 04:05:07 UTC 2025","passed","Thu Nov 27 04:05:09 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","4","W.2 Проверка заголовка рабочего пространства","tests.ui_tests","Thu Nov 27 04:04:53 UTC 2025","passed","Thu Nov 27 04:04:53 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","1402","A.16 POST Создать Рабочее пространство","tests.api_tests","Thu Nov 27 03:44:10 UTC 2025","passed","Thu Nov 27 03:44:11 UTC 2025","TestAPI","api_test","",""
"","71","F.5 Проверка шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:53:07 UTC 2025","passed","Thu Nov 27 03:53:08 UTC 2025","TestFooter","footer_test","",""
"","642","W.11 Проверка видимости уведомлений","tests.ui_tests","Thu Nov 27 04:05:42 UTC 2025","passed","Thu Nov 27 04:05:42 UTC 2025","TestWorkspacePage","workspace_page_test","",""
"","58","F.5 Проверка цвета шрифта надписи 'info@pulsewave.ru' в футере","tests.ui_tests","Thu Nov 27 03:52:03 UTC 2025","passed","Thu Nov 27 03:52:03 UTC 2025","TestFooter","footer_test","",""
"","30","H.8 Проверка размера шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Thu Nov 27 04:01:16 UTC 2025","passed","Thu Nov 27 04:01:16 UTC 2025","TestHeader","header_test","",""
"","499","Проверка доступности https://api.pulsewave.ru/api/healthcheck/","tests.api_tests","Thu Nov 27 03:44:54 UTC 2025","passed","Thu Nov 27 03:44:55 UTC 2025","TestAvailability","availability_test","",""
"","32","H.3 Проверка текста кнопки 'Войти'","tests.ui_tests","Thu Nov 27 04:00:31 UTC 2025","passed","Thu Nov 27 04:00:31 UTC 2025","TestHeader","header_test","",""
"Создание доски без указания РП, будет создано дефолтное РП для этой доски","1503","A.14 POST Создать доску без указания РП","tests.api_tests","Thu Nov 27 03:44:05 UTC 2025","passed","Thu Nov 27 03:44:07 UTC 2025","TestAPI","api_test","",""
"","1877","L.4 Авторизация с корректными данными","tests.ui_tests","Thu Nov 27 04:01:59 UTC 2025","passed","Thu Nov 27 04:02:01 UTC 2025","TestLoginPage","login_page_test","",""
"","847","S.16 Регистрация с корректным email и слабым паролем и подтверждением пароля","tests.ui_tests","Thu Nov 27 04:04:39 UTC 2025","passed","Thu Nov 27 04:04:40 UTC 2025","TestSignupPage","signup_page_test","",""
"","1355","L.5 Авторизация с некорректным паролем","tests.ui_tests","Thu Nov 27 04:02:03 UTC 2025","passed","Thu Nov 27 04:02:04 UTC 2025","TestLoginPage","login_page_test","",""
"","0","S.15 Окно регистрации сообщение 'Регистрируясь, я соглашаюсь с Условиями пользования и Политикой конфиденциальности', проверка корректности перехода по ссылке 'Условиями пользования'","tests.ui_tests","Thu Nov 27 04:04:34 UTC 2025","skipped","Thu Nov 27 04:04:34 UTC 2025","TestSignupPage","signup_page_test","",""
"","30","H.7 Проверка цвета кнопки 'Войти' в хедере https://app.pulsewave.ru/auth/signup","tests.ui_tests","Thu Nov 27 04:01:10 UTC 2025","passed","Thu Nov 27 04:01:10 UTC 2025","TestHeader","header_test","",""
"","79","L.6 Окно авторизации сообщение 'Забыли пароль?'","tests.ui_tests","Thu Nov 27 04:02:07 UTC 2025","passed","Thu Nov 27 04:02:07 UTC 2025","TestLoginPage","login_page_test","",""
"","593","H.6 Проверка перехода на страницу 'https://app.pulsewave.ru/auth/signup' по кнопке 'Регистрация'","tests.ui_tests","Thu Nov 27 04:00:50 UTC 2025","passed","Thu Nov 27 04:00:51 UTC 2025","TestHeader","header_test","",""
"","30","H.8 Проверка цвета шрифта кнопки 'Регистрация в хедере https://app.pulsewave.ru/auth/login'","tests.ui_tests","Thu Nov 27 04:01:21 UTC 2025","passed","Thu Nov 27 04:01:21 UTC 2025","TestHeader","header_test","",""
"","4029","A.29 DELETE Активировать и удалить авторизованного пользователя","tests.api_tests","Thu Nov 27 03:44:44 UTC 2025","passed","Thu Nov 27 03:44:48 UTC 2025","TestAPI","api_test","",""
"","10","F.7 Проверка значка LinkedIn на странице 'https://pulsewave.ru/' в футере","tests.ui_tests","Thu Nov 27 03:57:48 UTC 2025","passed","Thu Nov 27 03:57:48 UTC 2025","TestFooter","footer_test","",""
